Attendance,AwayCode,AwayScore,AwayTeam,City,Date,Description,HomeCode,HomeScore,HomeTeam,MatchReport,Penalty
96000,ITA,1,Italy,Mexico City,31 May 1986,Group matches - Group A,BUL,1,Bulgaria,https://www.fifa.com/worldcup/matches/round=308/match=459/index.html#nosticky,
65500,FRA,1,France,Leon,01 June 1986,Group matches - Group C,CAN,0,Canada,https://www.fifa.com/worldcup/matches/round=308/match=468/index.html#nosticky,
35748,BRA,1,Brazil,Guadalajara,01 June 1986,Group matches - Group D,ESP,0,Spain,https://www.fifa.com/worldcup/matches/round=308/match=439/index.html#nosticky,
16500,HUN,0,Hungary,Irapuato,02 June 1986,Group matches - Group C,URS,6,Soviet Union,https://www.fifa.com/worldcup/matches/round=308/match=610/index.html#nosticky,
60000,KOR,1,Korea Republic,Mexico City,02 June 1986,Group matches - Group A,ARG,3,Argentina,https://www.fifa.com/worldcup/matches/round=308/match=395/index.html#nosticky,
19900,POL,0,Poland,Monterrey,02 June 1986,Group matches - Group F,MAR,0,Morocco,https://www.fifa.com/worldcup/matches/round=308/match=674/index.html#nosticky,
22000,NIR,1,Northern Ireland,Guadalajara,03 June 1986,Group matches - Group D,ALG,1,Algeria,https://www.fifa.com/worldcup/matches/round=308/match=379/index.html#nosticky,
110000,MEX,2,Mexico,Mexico City,03 June 1986,Group matches - Group B,BEL,1,Belgium,https://www.fifa.com/worldcup/matches/round=308/match=428/index.html#nosticky,
23000,ENG,0,England,Monterrey,03 June 1986,Group matches - Group F,POR,1,Portugal,https://www.fifa.com/worldcup/matches/round=308/match=538/index.html#nosticky,
24000,IRQ,0,Iraq,Toluca,04 June 1986,Group matches - Group B,PAR,1,Paraguay,https://www.fifa.com/worldcup/matches/round=308/match=628/index.html#nosticky,
18000,DEN,1,Denmark,Nezahualcoyotl,04 June 1986,Group matches - Group E,SCO,0,Scotland,https://www.fifa.com/worldcup/matches/round=308/match=517/index.html#nosticky,
30500,FRG,1,Germany FR,Queretaro,04 June 1986,Group matches - Group E,URU,1,Uruguay,https://www.fifa.com/worldcup/matches/round=308/match=585/index.html#nosticky,
32000,ARG,1,Argentina,Puebla,05 June 1986,Group matches - Group A,ITA,1,Italy,https://www.fifa.com/worldcup/matches/round=308/match=394/index.html#nosticky,
36540,URS,1,Soviet Union,Leon,05 June 1986,Group matches - Group C,FRA,1,France,https://www.fifa.com/worldcup/matches/round=308/match=571/index.html#nosticky,
45000,BUL,1,Bulgaria,Mexico City,05 June 1986,Group matches - Group A,KOR,1,Korea Republic,https://www.fifa.com/worldcup/matches/round=308/match=460/index.html#nosticky,
13800,CAN,0,Canada,Irapuato,06 June 1986,Group matches - Group C,HUN,2,Hungary,https://www.fifa.com/worldcup/matches/round=308/match=475/index.html#nosticky,
48000,ALG,0,Algeria,Guadalajara,06 June 1986,Group matches - Group D,BRA,1,Brazil,https://www.fifa.com/worldcup/matches/round=308/match=377/index.html#nosticky,
20200,MAR,0,Morocco,Monterrey,06 June 1986,Group matches - Group F,ENG,0,England,https://www.fifa.com/worldcup/matches/round=308/match=533/index.html#nosticky,
28000,ESP,2,Spain,Guadalajara,07 June 1986,Group matches - Group D,NIR,1,Northern Ireland,https://www.fifa.com/worldcup/matches/round=308/match=551/index.html#nosticky,
114600,PAR,1,Paraguay,Mexico City,07 June 1986,Group matches - Group B,MEX,1,Mexico,https://www.fifa.com/worldcup/matches/round=308/match=680/index.html#nosticky,
19915,POR,0,Portugal,Monterrey,07 June 1986,Group matches - Group F,POL,1,Poland,https://www.fifa.com/worldcup/matches/round=308/match=701/index.html#nosticky,
20000,BEL,2,Belgium,Toluca,08 June 1986,Group matches - Group B,IRQ,1,Iraq,https://www.fifa.com/worldcup/matches/round=308/match=427/index.html#nosticky,
26500,URU,1,Uruguay,Nezahualcoyotl,08 June 1986,Group matches - Group E,DEN,6,Denmark,https://www.fifa.com/worldcup/matches/round=308/match=522/index.html#nosticky,
30000,SCO,1,Scotland,Queretaro,08 June 1986,Group matches - Group E,FRG,2,Germany FR,https://www.fifa.com/worldcup/matches/round=308/match=580/index.html#nosticky,
31420,FRA,3,France,Leon,09 June 1986,Group matches - Group C,HUN,0,Hungary,https://www.fifa.com/worldcup/matches/round=308/match=567/index.html#nosticky,
14200,CAN,0,Canada,Irapuato,09 June 1986,Group matches - Group C,URS,2,Soviet Union,https://www.fifa.com/worldcup/matches/round=308/match=476/index.html#nosticky,
20000,ITA,3,Italy,Puebla,10 June 1986,Group matches - Group A,KOR,2,Korea Republic,https://www.fifa.com/worldcup/matches/round=308/match=643/index.html#nosticky,
65000,BUL,0,Bulgaria,Mexico City,10 June 1986,Group matches - Group A,ARG,2,Argentina,https://www.fifa.com/worldcup/matches/round=308/match=389/index.html#nosticky,
16000,BEL,2,Belgium,Toluca,11 June 1986,Group matches - Group B,PAR,2,Paraguay,https://www.fifa.com/worldcup/matches/round=308/match=429/index.html#nosticky,
103763,MEX,1,Mexico,Mexico City,11 June 1986,Group matches - Group B,IRQ,0,Iraq,https://www.fifa.com/worldcup/matches/round=308/match=627/index.html#nosticky,
