CountryCode,MatchesPlayed,Player,RedCards,YellowCards
ITA,1,Mario DAVID,1,0
ITA,2,Giorgio FERRINI,1,0
URU,2,Angel Ruben CABRERA,1,0
CHI,5,Honorino LANDA,1,0
YUG,6,Vladimir POPOVIC,1,0
BRA,6,GARRINCHA,1,0
ARG,2,Ruben NAVARRO,0,1
