Country,CountryCode,MatchesPlayed,RedCards,YellowCards
Hungary,HUN,3,2,4
Netherlands,NED,7,1,8
Brazil,BRA,7,0,9
Peru,PER,6,0,7
Italy,ITA,7,0,6
Argentina,ARG,7,0,5
Germany FR,FRG,6,0,4
France,FRA,3,0,3
Iran,IRN,3,0,3
Poland,POL,6,0,3
Austria,AUT,6,0,2
Tunisia,TUN,3,0,1
Mexico,MEX,3,0,1
Scotland,SCO,3,0,1
Spain,ESP,3,0,1
Sweden,SWE,3,0,1
