Attendance,AwayCode,AwayScore,AwayTeam,City,Date,Description,HomeCode,HomeScore,HomeTeam,MatchReport,Penalty
27152,GER,1,Germany,Paris,04 June 1938,First round,SUI,1,Switzerland,https://www.fifa.com/worldcup/matches/round=206/match=1165/index.html#nosticky,
9000,INH,0,Dutch East Indies,Reims,05 June 1938,First round,HUN,6,Hungary,https://www.fifa.com/worldcup/matches/round=206/match=1173/index.html#nosticky,
30454,BEL,1,Belgium,Colombes,05 June 1938,First round,FRA,3,France,https://www.fifa.com/worldcup/matches/round=206/match=1146/index.html#nosticky,
7000,ROU,3,Romania,Toulouse,05 June 1938,First round,CUB,3,Cuba,https://www.fifa.com/worldcup/matches/round=206/match=1156/index.html#nosticky,
19000,NOR,1,Norway,Marseilles,05 June 1938,First round,ITA,2,Italy,https://www.fifa.com/worldcup/matches/round=206/match=1179/index.html#nosticky,
13452,POL,5,Poland,Strasbourg,05 June 1938,First round,BRA,6,Brazil,https://www.fifa.com/worldcup/matches/round=206/match=1150/index.html#nosticky,
11000,NED,0,Netherlands,Le Havre,05 June 1938,First round,TCH,3,Czechoslovakia,https://www.fifa.com/worldcup/matches/round=206/match=1172/index.html#nosticky,
8000,ROU,1,Romania,Toulouse,09 June 1938,First round,CUB,2,Cuba,https://www.fifa.com/worldcup/matches/round=206/match=1157/index.html#nosticky,
20025,GER,2,Germany,Paris,09 June 1938,First round,SUI,4,Switzerland,https://www.fifa.com/worldcup/matches/round=206/match=1166/index.html#nosticky,
22021,TCH,1,Czechoslovakia,Bordeaux,12 June 1938,Quarter-finals,BRA,1,Brazil,https://www.fifa.com/worldcup/matches/round=429/match=1152/index.html#nosticky,
15000,SUI,0,Switzerland,Lille,12 June 1938,Quarter-finals,HUN,2,Hungary,https://www.fifa.com/worldcup/matches/round=429/match=1175/index.html#nosticky,
7000,CUB,0,Cuba,Antibes,12 June 1938,Quarter-finals,SWE,8,Sweden,https://www.fifa.com/worldcup/matches/round=429/match=1158/index.html#nosticky,
58455,FRA,1,France,Colombes,12 June 1938,Quarter-finals,ITA,3,Italy,https://www.fifa.com/worldcup/matches/round=429/match=1164/index.html#nosticky,
18141,TCH,1,Czechoslovakia,Bordeaux,14 June 1938,Quarter-finals,BRA,2,Brazil,https://www.fifa.com/worldcup/matches/round=429/match=1153/index.html#nosticky,
20000,SWE,1,Sweden,Paris,16 June 1938,Semi-finals,HUN,5,Hungary,https://www.fifa.com/worldcup/matches/round=3489/match=1176/index.html#nosticky,
33000,BRA,1,Brazil,Marseilles,16 June 1938,Semi-finals,ITA,2,Italy,https://www.fifa.com/worldcup/matches/round=3489/match=1149/index.html#nosticky,
12000,SWE,2,Sweden,Bordeaux,19 June 1938,Match for third place,BRA,4,Brazil,https://www.fifa.com/worldcup/matches/round=3488/match=1151/index.html#nosticky,
45000,HUN,2,Hungary,Colombes,19 June 1938,Final,ITA,4,Italy,https://www.fifa.com/worldcup/matches/round=3487/match=1174/index.html#nosticky,
