Country,CountryCode,MatchesPlayed,RedCards,YellowCards
Brazil,BRA,7,1,11
Chile,CHI,3,1,5
Uruguay,URU,3,1,5
Zaire,ZAI,3,1,2
Australia,AUS,3,1,2
Netherlands,NED,7,0,11
Yugoslavia,YUG,6,0,10
German DR,GDR,6,0,10
Argentina,ARG,6,0,8
Sweden,SWE,6,0,5
Poland,POL,7,0,5
Scotland,SCO,3,0,3
Haiti,HAI,3,0,3
Germany FR,FRG,7,0,3
Bulgaria,BUL,3,0,2
Italy,ITA,3,0,2
