Attendance,AwayCode,AwayScore,AwayTeam,City,Date,Description,HomeCode,HomeScore,HomeTeam,MatchReport,Penalty
73780,CMR,1,Cameroon,Milan,08 June 1990,Group matches - Group B,ARG,0,Argentina,https://www.fifa.com/worldcup/matches/round=322/match=26/index.html#nosticky,
42907,ROU,2,Romania,Bari,09 June 1990,Group matches - Group B,URS,0,Soviet Union,https://www.fifa.com/worldcup/matches/round=322/match=342/index.html#nosticky,
30791,COL,2,Colombia,Bologna,09 June 1990,Group matches - Group D,UAE,0,United Arab Emirates,https://www.fifa.com/worldcup/matches/round=322/match=119/index.html#nosticky,
73303,AUT,0,Austria,Rome,09 June 1990,Group matches - Group A,ITA,1,Italy,https://www.fifa.com/worldcup/matches/round=322/match=42/index.html#nosticky,
33266,TCH,5,Czechoslovakia,Florence,10 June 1990,Group matches - Group A,USA,1,USA,https://www.fifa.com/worldcup/matches/round=322/match=355/index.html#nosticky,
62628,SWE,1,Sweden,Turin,10 June 1990,Group matches - Group C,BRA,2,Brazil,https://www.fifa.com/worldcup/matches/round=322/match=75/index.html#nosticky,
74765,YUG,1,Yugoslavia,Milan,10 June 1990,Group matches - Group D,FRG,4,Germany FR,https://www.fifa.com/worldcup/matches/round=322/match=201/index.html#nosticky,
30867,SCO,0,Scotland,Genoa,11 June 1990,Group matches - Group C,CRC,1,Costa Rica,https://www.fifa.com/worldcup/matches/round=322/match=127/index.html#nosticky,
35238,IRL,1,Republic of Ireland,Cagliari,11 June 1990,Group matches - Group F,ENG,1,England,https://www.fifa.com/worldcup/matches/round=322/match=161/index.html#nosticky,
32790,KOR,0,Korea Republic,Verona,12 June 1990,Group matches - Group E,BEL,2,Belgium,https://www.fifa.com/worldcup/matches/round=322/match=57/index.html#nosticky,
33288,EGY,1,Egypt,Palermo,12 June 1990,Group matches - Group F,NED,1,Netherlands,https://www.fifa.com/worldcup/matches/round=322/match=151/index.html#nosticky,
35713,ESP,0,Spain,Udine,13 June 1990,Group matches - Group E,URU,0,Uruguay,https://www.fifa.com/worldcup/matches/round=322/match=180/index.html#nosticky,
55759,URS,0,Soviet Union,Naples,13 June 1990,Group matches - Group B,ARG,2,Argentina,https://www.fifa.com/worldcup/matches/round=322/match=30/index.html#nosticky,
38687,ROU,1,Romania,Bari,14 June 1990,Group matches - Group B,CMR,2,Cameroon,https://www.fifa.com/worldcup/matches/round=322/match=108/index.html#nosticky,
32257,COL,0,Colombia,Bologna,14 June 1990,Group matches - Group D,YUG,1,Yugoslavia,https://www.fifa.com/worldcup/matches/round=322/match=120/index.html#nosticky,
73423,USA,0,USA,Rome,14 June 1990,Group matches - Group A,ITA,1,Italy,https://www.fifa.com/worldcup/matches/round=322/match=265/index.html#nosticky,
38962,TCH,1,Czechoslovakia,Florence,15 June 1990,Group matches - Group A,AUT,0,Austria,https://www.fifa.com/worldcup/matches/round=322/match=43/index.html#nosticky,
71169,UAE,1,United Arab Emirates,Milan,15 June 1990,Group matches - Group D,FRG,5,Germany FR,https://www.fifa.com/worldcup/matches/round=322/match=198/index.html#nosticky,
58007,CRC,0,Costa Rica,Turin,16 June 1990,Group matches - Group C,BRA,1,Brazil,https://www.fifa.com/worldcup/matches/round=322/match=73/index.html#nosticky,
31823,SCO,2,Scotland,Genoa,16 June 1990,Group matches - Group C,SWE,1,Sweden,https://www.fifa.com/worldcup/matches/round=322/match=348/index.html#nosticky,
35267,NED,0,Netherlands,Cagliari,16 June 1990,Group matches - Group F,ENG,0,England,https://www.fifa.com/worldcup/matches/round=322/match=160/index.html#nosticky,
33288,EGY,0,Egypt,Palermo,17 June 1990,Group matches - Group F,IRL,0,Republic of Ireland,https://www.fifa.com/worldcup/matches/round=322/match=152/index.html#nosticky,
32733,ESP,3,Spain,Udine,17 June 1990,Group matches - Group E,KOR,1,Korea Republic,https://www.fifa.com/worldcup/matches/round=322/match=175/index.html#nosticky,
33759,URU,1,Uruguay,Verona,17 June 1990,Group matches - Group E,BEL,3,Belgium,https://www.fifa.com/worldcup/matches/round=322/match=66/index.html#nosticky,
52733,ROU,1,Romania,Naples,18 June 1990,Group matches - Group B,ARG,1,Argentina,https://www.fifa.com/worldcup/matches/round=322/match=29/index.html#nosticky,
37307,URS,4,Soviet Union,Bari,18 June 1990,Group matches - Group B,CMR,0,Cameroon,https://www.fifa.com/worldcup/matches/round=322/match=111/index.html#nosticky,
72510,COL,1,Colombia,Milan,19 June 1990,Group matches - Group D,FRG,1,Germany FR,https://www.fifa.com/worldcup/matches/round=322/match=114/index.html#nosticky,
27833,UAE,1,United Arab Emirates,Bologna,19 June 1990,Group matches - Group D,YUG,4,Yugoslavia,https://www.fifa.com/worldcup/matches/round=322/match=364/index.html#nosticky,
73303,TCH,0,Czechoslovakia,Rome,19 June 1990,Group matches - Group A,ITA,2,Italy,https://www.fifa.com/worldcup/matches/round=322/match=263/index.html#nosticky,
34857,USA,1,USA,Florence,19 June 1990,Group matches - Group A,AUT,2,Austria,https://www.fifa.com/worldcup/matches/round=322/match=48/index.html#nosticky,
62502,SCO,0,Scotland,Turin,20 June 1990,Group matches - Group C,BRA,1,Brazil,https://www.fifa.com/worldcup/matches/round=322/match=74/index.html#nosticky,
30223,CRC,2,Costa Rica,Genoa,20 June 1990,Group matches - Group C,SWE,1,Sweden,https://www.fifa.com/worldcup/matches/round=322/match=128/index.html#nosticky,
29039,URU,1,Uruguay,Udine,21 June 1990,Group matches - Group E,KOR,0,Korea Republic,https://www.fifa.com/worldcup/matches/round=322/match=290/index.html#nosticky,
35950,ESP,2,Spain,Verona,21 June 1990,Group matches - Group E,BEL,1,Belgium,https://www.fifa.com/worldcup/matches/round=322/match=56/index.html#nosticky,
33288,NED,1,Netherlands,Palermo,21 June 1990,Group matches - Group F,IRL,1,Republic of Ireland,https://www.fifa.com/worldcup/matches/round=322/match=228/index.html#nosticky,
34959,EGY,0,Egypt,Cagliari,21 June 1990,Group matches - Group F,ENG,1,England,https://www.fifa.com/worldcup/matches/round=322/match=150/index.html#nosticky,
50026,COL,1,Colombia,Naples,23 June 1990,Round of 16,CMR,2,Cameroon,https://www.fifa.com/worldcup/matches/round=323/match=102/index.html#nosticky,
47673,CRC,1,Costa Rica,Bari,23 June 1990,Round of 16,TCH,4,Czechoslovakia,https://www.fifa.com/worldcup/matches/round=323/match=129/index.html#nosticky,
61381,ARG,1,Argentina,Turin,24 June 1990,Round of 16,BRA,0,Brazil,https://www.fifa.com/worldcup/matches/round=323/match=25/index.html#nosticky,
74559,NED,1,Netherlands,Milan,24 June 1990,Round of 16,FRG,2,Germany FR,https://www.fifa.com/worldcup/matches/round=323/match=196/index.html#nosticky,
31818,ROU,0( 4),Romania,Genoa,25 June 1990,Round of 16,IRL,0(5 ),Republic of Ireland,https://www.fifa.com/worldcup/matches/round=323/match=248/index.html#nosticky,5 - 4
73303,URU,0,Uruguay,Rome,25 June 1990,Round of 16,ITA,2,Italy,https://www.fifa.com/worldcup/matches/round=323/match=264/index.html#nosticky,
35500,YUG,2,Yugoslavia,Verona,26 June 1990,Round of 16,ESP,1,Spain,https://www.fifa.com/worldcup/matches/round=323/match=181/index.html#nosticky,
34520,BEL,0,Belgium,Bologna,26 June 1990,Round of 16,ENG,1,England,https://www.fifa.com/worldcup/matches/round=323/match=55/index.html#nosticky,
38971,ARG,0( 3),Argentina,Florence,30 June 1990,Quarter-finals,YUG,0(2 ),Yugoslavia,https://www.fifa.com/worldcup/matches/round=751/match=31/index.html#nosticky,2 - 3
73303,IRL,0,Republic of Ireland,Rome,30 June 1990,Quarter-finals,ITA,1,Italy,https://www.fifa.com/worldcup/matches/round=751/match=243/index.html#nosticky,
73347,TCH,0,Czechoslovakia,Milan,01 July 1990,Quarter-finals,FRG,1,Germany FR,https://www.fifa.com/worldcup/matches/round=751/match=197/index.html#nosticky,
55205,CMR,2,Cameroon,Naples,01 July 1990,Quarter-finals,ENG,3,England,https://www.fifa.com/worldcup/matches/round=751/match=103/index.html#nosticky,
59978,ARG,1( 4),Argentina,Naples,03 July 1990,Semi-finals,ITA,1(3 ),Italy,https://www.fifa.com/worldcup/matches/round=3464/match=28/index.html#nosticky,3 - 4
62628,ENG,1( 3),England,Turin,04 July 1990,Semi-finals,FRG,1(4 ),Germany FR,https://www.fifa.com/worldcup/matches/round=3464/match=159/index.html#nosticky,4 - 3
51426,ENG,1,England,Bari,07 July 1990,Match for third place,ITA,2,Italy,https://www.fifa.com/worldcup/matches/round=3463/match=162/index.html#nosticky,
73603,ARG,0,Argentina,Rome,08 July 1990,Final,FRG,1,Germany FR,https://www.fifa.com/worldcup/matches/round=3462/match=27/index.html#nosticky,
