Attendance,AwayCode,AwayScore,AwayTeam,City,Date,Description,HomeCode,HomeScore,HomeTeam,MatchReport,Penalty
52918,ENG,1,England,Sao Paulo  (BRA),19 Jun 2014,First stage - Group D,URU,2,Uruguay,https://www.fifa.com/worldcup/matches/round=255931/match=300186486/index.html#nosticky,
52918,GRE,0,Greece,Natal  (BRA),19 Jun 2014,First stage - Group C,JPN,0,Japan,https://www.fifa.com/worldcup/matches/round=255931/match=300186454/index.html#nosticky,
52918,CRC,1,Costa Rica,Recife  (BRA),20 Jun 2014,First stage - Group D,ITA,0,Italy,https://www.fifa.com/worldcup/matches/round=255931/match=300186500/index.html#nosticky,
52918,FRA,5,France,Salvador (BRA),20 Jun 2014,First stage - Group E,SUI,2,Switzerland,https://www.fifa.com/worldcup/matches/round=255931/match=300186514/index.html#nosticky,
52918,ECU,2,Ecuador,Curitiba  (BRA),20 Jun 2014,First stage - Group E,HON,1,Honduras,https://www.fifa.com/worldcup/matches/round=255931/match=300186463/index.html#nosticky,
52918,IRN,0,Iran,Belo Horizonte  (BRA),21 Jun 2014,First stage - Group F,ARG,1,Argentina,https://www.fifa.com/worldcup/matches/round=255931/match=300186466/index.html#nosticky,
52918,GHA,2,Ghana,Fortaleza  (BRA),21 Jun 2014,First stage - Group G,GER,2,Germany,https://www.fifa.com/worldcup/matches/round=255931/match=300186493/index.html#nosticky,
52918,BIH,0,Bosnia and Herzegovina,Cuiaba  (BRA),21 Jun 2014,First stage - Group F,NGA,1,Nigeria,https://www.fifa.com/worldcup/matches/round=255931/match=300186511/index.html#nosticky,
52918,RUS,0,Russia,Rio De Janeiro  (BRA),22 Jun 2014,First stage - Group H,BEL,1,Belgium,https://www.fifa.com/worldcup/matches/round=255931/match=300186481/index.html#nosticky,
52918,ALG,4,Algeria,Porto Alegre  (BRA),22 Jun 2014,First stage - Group H,KOR,2,Korea Republic,https://www.fifa.com/worldcup/matches/round=255931/match=300186495/index.html#nosticky,
52918,POR,2,Portugal,Manaus  (BRA),22 Jun 2014,First stage - Group G,USA,2,USA,https://www.fifa.com/worldcup/matches/round=255931/match=300186483/index.html#nosticky,
52918,ESP,3,Spain,Curitiba  (BRA),23 Jun 2014,First stage - Group B,AUS,0,Australia,https://www.fifa.com/worldcup/matches/round=255931/match=300186467/index.html#nosticky,
52918,CHI,0,Chile,Sao Paulo  (BRA),23 Jun 2014,First stage - Group B,NED,2,Netherlands,https://www.fifa.com/worldcup/matches/round=255931/match=300186470/index.html#nosticky,
52918,BRA,4,Brazil,Brasilia  (BRA),23 Jun 2014,First stage - Group A,CMR,1,Cameroon,https://www.fifa.com/worldcup/matches/round=255931/match=300186472/index.html#nosticky,
52918,MEX,3,Mexico,Recife  (BRA),23 Jun 2014,First stage - Group A,CRO,1,Croatia,https://www.fifa.com/worldcup/matches/round=255931/match=300186452/index.html#nosticky,
52918,URU,1,Uruguay,Natal  (BRA),24 Jun 2014,First stage - Group D,ITA,0,Italy,https://www.fifa.com/worldcup/matches/round=255931/match=300186465/index.html#nosticky,
52918,ENG,0,England,Belo Horizonte  (BRA),24 Jun 2014,First stage - Group D,CRC,0,Costa Rica,https://www.fifa.com/worldcup/matches/round=255931/match=300186484/index.html#nosticky,
52918,COL,4,Colombia,Cuiaba  (BRA),24 Jun 2014,First stage - Group C,JPN,1,Japan,https://www.fifa.com/worldcup/matches/round=255931/match=300186457/index.html#nosticky,
52918,CIV,1,Ivory Coast,Fortaleza  (BRA),24 Jun 2014,First stage - Group C,GRE,2,Greece,https://www.fifa.com/worldcup/matches/round=255931/match=300186455/index.html#nosticky,
52918,ARG,3,Argentina,Porto Alegre  (BRA),25 Jun 2014,First stage - Group F,NGA,2,Nigeria,https://www.fifa.com/worldcup/matches/round=255931/match=300186458/index.html#nosticky,
52918,IRN,1,Iran,Salvador (BRA),25 Jun 2014,First stage - Group F,BIH,3,Bosnia and Herzegovina,https://www.fifa.com/worldcup/matches/round=255931/match=300186464/index.html#nosticky,
52918,SUI,3,Switzerland,Manaus  (BRA),25 Jun 2014,First stage - Group E,HON,0,Honduras,https://www.fifa.com/worldcup/matches/round=255931/match=300186482/index.html#nosticky,
52918,FRA,0,France,Rio De Janeiro  (BRA),25 Jun 2014,First stage - Group E,ECU,0,Ecuador,https://www.fifa.com/worldcup/matches/round=255931/match=300186515/index.html#nosticky,
52918,GER,1,Germany,Recife  (BRA),26 Jun 2014,First stage - Group G,USA,0,USA,https://www.fifa.com/worldcup/matches/round=255931/match=300186469/index.html#nosticky,
52918,GHA,1,Ghana,Brasilia  (BRA),26 Jun 2014,First stage - Group G,POR,2,Portugal,https://www.fifa.com/worldcup/matches/round=255931/match=300186476/index.html#nosticky,
52918,BEL,1,Belgium,Sao Paulo  (BRA),26 Jun 2014,First stage - Group H,KOR,0,Korea Republic,https://www.fifa.com/worldcup/matches/round=255931/match=300186480/index.html#nosticky,
52918,RUS,1,Russia,Curitiba  (BRA),26 Jun 2014,First stage - Group H,ALG,1,Algeria,https://www.fifa.com/worldcup/matches/round=255931/match=300186506/index.html#nosticky,
52918,CHI,1( 2),Chile,Belo Horizonte  (BRA),28 Jun 2014,Round of 16,BRA,1(3 ),Brazil,https://www.fifa.com/worldcup/matches/round=255951/match=300186487/index.html#nosticky,3 - 2
52918,URU,0,Uruguay,Rio De Janeiro  (BRA),28 Jun 2014,Round of 16,COL,2,Colombia,https://www.fifa.com/worldcup/matches/round=255951/match=300186491/index.html#nosticky,
52918,MEX,1,Mexico,Fortaleza  (BRA),29 Jun 2014,Round of 16,NED,2,Netherlands,https://www.fifa.com/worldcup/matches/round=255951/match=300186508/index.html#nosticky,
52918,GRE,1( 3),Greece,Recife  (BRA),29 Jun 2014,Round of 16,CRC,1(5 ),Costa Rica,https://www.fifa.com/worldcup/matches/round=255951/match=300186459/index.html#nosticky,5 - 3
52918,NGA,0,Nigeria,Brasilia  (BRA),30 Jun 2014,Round of 16,FRA,2,France,https://www.fifa.com/worldcup/matches/round=255951/match=300186462/index.html#nosticky,
52918,ALG,1,Algeria,Porto Alegre  (BRA),30 Jun 2014,Round of 16,GER,2,Germany,https://www.fifa.com/worldcup/matches/round=255951/match=300186460/index.html#nosticky,
52918,SUI,0,Switzerland,Sao Paulo  (BRA),01 Jul 2014,Round of 16,ARG,1,Argentina,https://www.fifa.com/worldcup/matches/round=255951/match=300186503/index.html#nosticky,
52918,USA,1,USA,Salvador (BRA),01 Jul 2014,Round of 16,BEL,2,Belgium,https://www.fifa.com/worldcup/matches/round=255951/match=300186497/index.html#nosticky,
52918,GER,1,Germany,Rio De Janeiro  (BRA),04 Jul 2014,Quarter-finals,FRA,0,France,https://www.fifa.com/worldcup/matches/round=255953/match=300186485/index.html#nosticky,
52918,COL,1,Colombia,Fortaleza  (BRA),04 Jul 2014,Quarter-finals,BRA,2,Brazil,https://www.fifa.com/worldcup/matches/round=255953/match=300186461/index.html#nosticky,
52918,BEL,0,Belgium,Brasilia  (BRA),05 Jul 2014,Quarter-finals,ARG,1,Argentina,https://www.fifa.com/worldcup/matches/round=255953/match=300186504/index.html#nosticky,
52918,CRC,0( 3),Costa Rica,Salvador (BRA),05 Jul 2014,Quarter-finals,NED,0(4 ),Netherlands,https://www.fifa.com/worldcup/matches/round=255953/match=300186488/index.html#nosticky,4 - 3
52918,GER,7,Germany,Belo Horizonte  (BRA),08 Jul 2014,Semi-finals,BRA,1,Brazil,https://www.fifa.com/worldcup/matches/round=255955/match=300186474/index.html#nosticky,
52918,ARG,0( 4),Argentina,Sao Paulo  (BRA),09 Jul 2014,Semi-finals,NED,0(2 ),Netherlands,https://www.fifa.com/worldcup/matches/round=255955/match=300186490/index.html#nosticky,2 - 4
52918,NED,3,Netherlands,Brasilia  (BRA),12 Jul 2014,Play-off for third place,BRA,0,Brazil,https://www.fifa.com/worldcup/matches/round=255957/match=300186502/index.html#nosticky,
52918,ARG,0,Argentina,Rio De Janeiro  (BRA),13 Jul 2014,Final,GER,1,Germany,https://www.fifa.com/worldcup/matches/round=255959/match=300186501/index.html#nosticky,
