Country,CountryCode,MatchesPlayed,RedCards,YellowCards
Brazil,BRA,6,0,1
Bolivia,BOL,1,0,0
Paraguay,PAR,2,0,0
Italy,ITA,2,0,0
Switzerland,SUI,3,0,0
Yugoslavia,YUG,3,0,0
England,ENG,3,0,0
Chile,CHI,3,0,0
Mexico,MEX,3,0,0
USA,USA,3,0,0
Uruguay,URU,4,0,0
Sweden,SWE,5,0,0
Spain,ESP,6,0,0
