Attendance,AwayCode,AwayScore,AwayTeam,City,Date,Description,HomeCode,HomeScore,HomeTeam,MatchReport,Penalty
49669,CIV,3,Ivory Coast,Nelspruit  (RSA),25 Jun 2010,First stage - Group G,PRK,0,Korea DPR,https://www.fifa.com/worldcup/matches/round=249722/match=300061486/index.html#nosticky,
49669,ESP,2,Spain,Tshwane/Pretoria  (RSA),25 Jun 2010,First stage - Group H,CHI,1,Chile,https://www.fifa.com/worldcup/matches/round=249722/match=300061491/index.html#nosticky,
49669,HON,0,Honduras,Mangaung/Bloemfontein  (RSA),25 Jun 2010,First stage - Group H,SUI,0,Switzerland,https://www.fifa.com/worldcup/matches/round=249722/match=300061492/index.html#nosticky,
49669,KOR,1,Korea Republic,Nelson Mandela Bay/Port Elizabeth  (RSA),26 Jun 2010,Round of 16,URU,2,Uruguay,https://www.fifa.com/worldcup/matches/round=249717/match=300061504/index.html#nosticky,
49669,GHA,2,Ghana,Rustenburg  (RSA),26 Jun 2010,Round of 16,USA,1,USA,https://www.fifa.com/worldcup/matches/round=249717/match=300061503/index.html#nosticky,
49669,ENG,1,England,Mangaung/Bloemfontein  (RSA),27 Jun 2010,Round of 16,GER,4,Germany,https://www.fifa.com/worldcup/matches/round=249717/match=300061501/index.html#nosticky,
49669,MEX,1,Mexico,Johannesburg  (RSA),27 Jun 2010,Round of 16,ARG,3,Argentina,https://www.fifa.com/worldcup/matches/round=249717/match=300061502/index.html#nosticky,
49669,SVK,1,Slovakia,Durban  (RSA),28 Jun 2010,Round of 16,NED,2,Netherlands,https://www.fifa.com/worldcup/matches/round=249717/match=300111113/index.html#nosticky,
49669,CHI,0,Chile,Johannesburg  (RSA),28 Jun 2010,Round of 16,BRA,3,Brazil,https://www.fifa.com/worldcup/matches/round=249717/match=300061500/index.html#nosticky,
49669,JPN,0( 3),Japan,Tshwane/Pretoria  (RSA),29 Jun 2010,Round of 16,PAR,0(5 ),Paraguay,https://www.fifa.com/worldcup/matches/round=249717/match=300061497/index.html#nosticky,5 - 3
49669,POR,0,Portugal,Cape Town  (RSA),29 Jun 2010,Round of 16,ESP,1,Spain,https://www.fifa.com/worldcup/matches/round=249717/match=300061498/index.html#nosticky,
49669,BRA,1,Brazil,Nelson Mandela Bay/Port Elizabeth  (RSA),02 Jul 2010,Quarter-finals,NED,2,Netherlands,https://www.fifa.com/worldcup/matches/round=249718/match=300061507/index.html#nosticky,
49669,GHA,1( 2),Ghana,Johannesburg  (RSA),02 Jul 2010,Quarter-finals,URU,1(4 ),Uruguay,https://www.fifa.com/worldcup/matches/round=249718/match=300061508/index.html#nosticky,4 - 2
49669,GER,4,Germany,Cape Town  (RSA),03 Jul 2010,Quarter-finals,ARG,0,Argentina,https://www.fifa.com/worldcup/matches/round=249718/match=300061505/index.html#nosticky,
49669,ESP,1,Spain,Johannesburg  (RSA),03 Jul 2010,Quarter-finals,PAR,0,Paraguay,https://www.fifa.com/worldcup/matches/round=249718/match=300061506/index.html#nosticky,
49669,NED,3,Netherlands,Cape Town  (RSA),06 Jul 2010,Semi-finals,URU,2,Uruguay,https://www.fifa.com/worldcup/matches/round=249719/match=300061512/index.html#nosticky,
49669,ESP,1,Spain,Durban  (RSA),07 Jul 2010,Semi-finals,GER,0,Germany,https://www.fifa.com/worldcup/matches/round=249719/match=300111114/index.html#nosticky,
49669,GER,3,Germany,Nelson Mandela Bay/Port Elizabeth  (RSA),10 Jul 2010,Match for third place,URU,2,Uruguay,https://www.fifa.com/worldcup/matches/round=249720/match=300061510/index.html#nosticky,
49669,ESP,1,Spain,Johannesburg  (RSA),11 Jul 2010,Final,NED,0,Netherlands,https://www.fifa.com/worldcup/matches/round=249721/match=300061509/index.html#nosticky,
